"order_id","order_date","customer_id","product_id","order_details_id","quantity","order_sales","order_profits","order_profit_ratio","order_discount","customer_name","customer_segment","shipping_region","shipping_city","shipping_state","shipping_country","shipping_postal_code","shipping_date","shipping_mode","product_name","product_category","product_subcategory","product_manufacturer"
"CA-2015-103429","2015-05-30 00:00:00","454","855","109","3","236","78","0.33","0","Laurel Workman","Corporate","East","New York City","New York","United States","10024","2015-06-01 00:00:00","First Class","Honeywell Quietcare HEPA Air Cleaner","Office Supplies","Appliances","Honeywell"
"CA-2015-103429","2015-05-30 00:00:00","454","733","110","5","464","135","0.29","0","Laurel Workman","Corporate","East","New York City","New York","United States","10024","2015-06-01 00:00:00","First Class","Geemarc AmpliPOWER60","Technology","Phones","Other"
"CA-2015-103492","2015-10-10 00:00:00","180","260","111","1","1","-2","-1.75","0.8","Craig Molinari","Corporate","Central","Huntsville","Texas","United States","77340","2015-10-15 00:00:00","Standard Class","Avery Non-Stick Binders","Office Supplies","Binders","Avery"
"CA-2015-103492","2015-10-10 00:00:00","180","695","112","5","12","-19","-1.6","0.8","Craig Molinari","Corporate","Central","Huntsville","Texas","United States","77340","2015-10-15 00:00:00","Standard Class","GBC Personal VeloBind Strips","Office Supplies","Binders","GBC"
"CA-2015-103492","2015-10-10 00:00:00","180","1105","113","6","720","72","0.1","0.2","Craig Molinari","Corporate","Central","Huntsville","Texas","United States","77340","2015-10-15 00:00:00","Standard Class","Motorola Droid Maxx","Technology","Phones","Motorola"
"CA-2015-103492","2015-10-10 00:00:00","180","431","114","7","756","66","0.09","0.2","Craig Molinari","Corporate","Central","Huntsville","Texas","United States","77340","2015-10-15 00:00:00","Standard Class","Cisco 8x8 Inc. 6753i IP Business Phone System","Technology","Phones","Cisco"
"CA-2015-103527","2015-09-09 00:00:00","147","132","115","3","11","3","0.31","0.2","Chris Cortes","Consumer","Central","Chicago","Illinois","United States","60653","2015-09-14 00:00:00","Second Class","Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled","Office Supplies","Paper","Ampad"
"CA-2015-103590","2015-11-30 00:00:00","366","1252","116","4","62","29","0.47","0","Jeremy Lonsdale","Consumer","East","Mount Vernon","New York","United States","10550","2015-12-04 00:00:00","Standard Class","Park Ridge Embossed Executive Business Envelopes","Office Supplies","Envelopes","Other"
"CA-2015-103660","2015-08-25 00:00:00","547","1299","117","7","1008","76","0.08","0.2","Mitch Webber","Consumer","West","Seattle","Washington","United States","98103","2015-08-30 00:00:00","Standard Class","Polycom VVX 310 VoIP phone","Technology","Phones","Polycom"
"CA-2015-103702","2015-09-12 00:00:00","59","1309","118","7","64","-47","-0.73","0.7","Art Foster","Consumer","East","Fairfield","Ohio","United States","45014","2015-09-17 00:00:00","Standard Class","Premier Elliptical Ring Binder, Black","Office Supplies","Binders","Premier"
"CA-2015-103744","2015-02-23 00:00:00","524","696","119","3","4","-7","-1.55","0.8","Michael Grace","Home Office","Central","El Paso","Texas","United States","79907","2015-02-27 00:00:00","Standard Class","GBC Plastic Binding Combs","Office Supplies","Binders","GBC"
"CA-2015-103744","2015-02-23 00:00:00","524","1506","120","3","7","2","0.34","0.2","Michael Grace","Home Office","Central","El Paso","Texas","United States","79907","2015-02-27 00:00:00","Standard Class","Staple-on labels","Office Supplies","Labels","Staple-on labels"
"CA-2015-103800","2015-01-03 00:00:00","199","1088","121","2","16","6","0.34","0.2","Darren Powers","Consumer","Central","Houston","Texas","United States","77095","2015-01-07 00:00:00","Standard Class","Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book","Office Supplies","Paper","Message Book"
"CA-2015-103807","2015-12-02 00:00:00","254","969","122","1","6","1","0.14","0","Elizabeth Moffitt","Corporate","South","Sandy Springs","Georgia","United States","30328","2015-12-09 00:00:00","Standard Class","Kingston Digital DataTraveler 8GB USB 2.0","Technology","Accessories","Kingston"
"CA-2015-103807","2015-12-02 00:00:00","254","1366","123","3","15","7","0.47","0","Elizabeth Moffitt","Corporate","South","Sandy Springs","Georgia","United States","30328","2015-12-09 00:00:00","Standard Class","RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set","Office Supplies","Paper","Other"
"CA-2015-103849","2015-05-11 00:00:00","592","1406","124","2","58","7","0.13","0.2","Paul Gonzalez","Consumer","Central","Fort Worth","Texas","United States","76106","2015-05-16 00:00:00","Standard Class","SanDisk Cruzer 64 GB USB Flash Drive","Technology","Accessories","SanDisk"
"CA-2015-103849","2015-05-11 00:00:00","592","506","125","4","66","-84","-1.28","0.6","Paul Gonzalez","Consumer","Central","Fort Worth","Texas","United States","76106","2015-05-16 00:00:00","Standard Class","Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting","Furniture","Furnishings","Deflect-o"
"CA-2015-103849","2015-05-11 00:00:00","592","1668","126","1","101","6","0.06","0.2","Paul Gonzalez","Consumer","Central","Fort Worth","Texas","United States","76106","2015-05-16 00:00:00","Standard Class","Xblue XB-1670-86 X16 Small Office Telephone - Titanium","Technology","Phones","Other"
"CA-2015-103940","2015-09-17 00:00:00","101","575","127","2","30","1","0.04","0","Bradley Nguyen","Consumer","West","Seattle","Washington","United States","98103","2015-09-21 00:00:00","Standard Class","Eldon Gobal File Keepers","Office Supplies","Storage","Eldon"
"CA-2015-103940","2015-09-17 00:00:00","101","617","128","2","35","13","0.38","0","Bradley Nguyen","Consumer","West","Seattle","Washington","United States","98103","2015-09-21 00:00:00","Standard Class","Executive Impressions 12"" Wall Clock","Furniture","Furnishings","Executive Impressions"
"CA-2015-103940","2015-09-17 00:00:00","101","584","129","3","58","16","0.28","0","Bradley Nguyen","Consumer","West","Seattle","Washington","United States","98103","2015-09-21 00:00:00","Standard Class","Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black","Office Supplies","Storage","Eldon"
"CA-2015-103940","2015-09-17 00:00:00","101","702","130","5","137","46","0.34","0.2","Bradley Nguyen","Consumer","West","Seattle","Washington","United States","98103","2015-09-21 00:00:00","Standard Class","GBC Prestige Therm-A-Bind Covers","Office Supplies","Binders","GBC"
"CA-2015-103989","2015-03-19 00:00:00","506","592","131","3","5","1","0.28","0.2","Matt Connell","Corporate","South","Lakeland","Florida","United States","33801","2015-03-21 00:00:00","First Class","Eldon Wave Desk Accessories","Furniture","Furnishings","Eldon"
"CA-2015-103989","2015-03-19 00:00:00","506","212","132","4","12","4","0.34","0.2","Matt Connell","Corporate","South","Lakeland","Florida","United States","33801","2015-03-21 00:00:00","First Class","Avery 501","Office Supplies","Labels","Avery"
"CA-2015-103989","2015-03-19 00:00:00","506","531","133","3","20","6","0.28","0.2","Matt Connell","Corporate","South","Lakeland","Florida","United States","33801","2015-03-21 00:00:00","First Class","Document Clip Frames","Furniture","Furnishings","Other"
"CA-2015-103989","2015-03-19 00:00:00","506","473","134","3","26","2","0.07","0.2","Matt Connell","Corporate","South","Lakeland","Florida","United States","33801","2015-03-21 00:00:00","First Class","Crate-A-Files","Office Supplies","Storage","Other"
"CA-2015-103989","2015-03-19 00:00:00","506","244","135","5","34","-26","-0.77","0.7","Matt Connell","Corporate","South","Lakeland","Florida","United States","33801","2015-03-21 00:00:00","First Class","Avery Flip-Chart Easel Binder, Black","Office Supplies","Binders","Avery"
"CA-2015-103989","2015-03-19 00:00:00","506","1028","136","2","170","53","0.31","0.2","Matt Connell","Corporate","South","Lakeland","Florida","United States","33801","2015-03-21 00:00:00","First Class","Logitech Wireless Boombox Speaker - portable - wireless, wired","Technology","Accessories","Logitech"
"CA-2015-103989","2015-03-19 00:00:00","506","431","137","3","324","28","0.09","0.2","Matt Connell","Corporate","South","Lakeland","Florida","United States","33801","2015-03-21 00:00:00","First Class","Cisco 8x8 Inc. 6753i IP Business Phone System","Technology","Phones","Cisco"
"CA-2015-104178","2015-08-25 00:00:00","350","550","138","1","6","3","0.42","0","Janet Molinari","Corporate","West","Los Angeles","California","United States","90036","2015-08-29 00:00:00","Standard Class","Eldon 200 Class Desk Accessories, Smoke","Furniture","Furnishings","Eldon"
"CA-2015-104178","2015-08-25 00:00:00","350","1835","139","4","26","12","0.48","0","Janet Molinari","Corporate","West","Los Angeles","California","United States","90036","2015-08-29 00:00:00","Standard Class","Xerox 23","Office Supplies","Paper","Xerox"
"CA-2015-104178","2015-08-25 00:00:00","350","1300","140","4","49","13","0.27","0","Janet Molinari","Corporate","West","Los Angeles","California","United States","90036","2015-08-29 00:00:00","Standard Class","Portable Personal File Box","Office Supplies","Storage","Other"
"CA-2015-104178","2015-08-25 00:00:00","350","1404","141","5","95","30","0.32","0","Janet Molinari","Corporate","West","Los Angeles","California","United States","90036","2015-08-29 00:00:00","Standard Class","SanDisk Cruzer 32 GB USB Flash Drive","Technology","Accessories","SanDisk"
"CA-2015-104269","2015-03-01 00:00:00","203","744","142","2","458","51","0.11","0.2","Dave Brooks","Consumer","West","Seattle","Washington","United States","98115","2015-03-06 00:00:00","Second Class","Global Deluxe High-Back Manager's Chair","Furniture","Chairs","Global"
"CA-2015-104283","2015-06-27 00:00:00","470","964","143","1","86","22","0.26","0","Liz MacKendrick","Consumer","South","Southaven","Mississippi","United States","38671","2015-07-01 00:00:00","Standard Class","KI Adjustable-Height Table","Furniture","Tables","KI"
"CA-2015-104283","2015-06-27 00:00:00","470","1471","144","4","224","54","0.24","0","Liz MacKendrick","Consumer","South","Southaven","Mississippi","United States","38671","2015-07-01 00:00:00","Standard Class","Sony Micro Vault Click 16 GB USB 2.0 Flash Drive","Technology","Accessories","Sony"
"CA-2015-104283","2015-06-27 00:00:00","470","1376","145","5","306","0","0","0","Liz MacKendrick","Consumer","South","Southaven","Mississippi","United States","38671","2015-07-01 00:00:00","Standard Class","SAFCO Commercial Wire Shelving, 72h","Office Supplies","Storage","SAFCO"
"CA-2015-104402","2015-06-17 00:00:00","243","1566","146","3","66","31","0.47","0","Duane Benoit","Consumer","East","Newark","Delaware","United States","19711","2015-06-23 00:00:00","Standard Class","Texas Instruments TI-34 Scientific Calculator","Technology","Machines","Texas Instruments"
"CA-2015-104472","2015-06-02 00:00:00","154","712","147","3","60","19","0.33","0.2","Christine Kargatis","Home Office","West","Orem","Utah","United States","84057","2015-06-07 00:00:00","Standard Class","GBC Standard Therm-A-Bind Covers","Office Supplies","Binders","GBC"
"CA-2015-104472","2015-06-02 00:00:00","154","123","148","6","73","22","0.3","0","Christine Kargatis","Home Office","West","Orem","Utah","United States","84057","2015-06-07 00:00:00","Standard Class","Aluminum Document Frame","Furniture","Furnishings","Other"
"CA-2015-104563","2015-03-07 00:00:00","180","1170","149","5","21","9","0.46","0","Craig Molinari","Corporate","West","Seattle","Washington","United States","98103","2015-03-12 00:00:00","Standard Class","Newell Chalk Holder","Office Supplies","Art","Newell"
"CA-2015-104563","2015-03-07 00:00:00","180","470","150","5","205","0","0","0","Craig Molinari","Corporate","West","Seattle","Washington","United States","98103","2015-03-12 00:00:00","Standard Class","Contico 72""H Heavy-Duty Storage System","Office Supplies","Storage","Other"
"CA-2015-104563","2015-03-07 00:00:00","180","1212","151","6","437","22","0.05","0.2","Craig Molinari","Corporate","West","Seattle","Washington","United States","98103","2015-03-12 00:00:00","Standard Class","Office Star - Task Chair with Contemporary Loop Arms","Furniture","Chairs","Office Star"
"CA-2015-104563","2015-03-07 00:00:00","180","759","152","2","482","54","0.11","0.2","Craig Molinari","Corporate","West","Seattle","Washington","United States","98103","2015-03-12 00:00:00","Standard Class","Global Leather and Oak Executive Chair, Black","Furniture","Chairs","Global"
"CA-2015-104738","2015-12-30 00:00:00","707","50","153","3","2","-4","-1.6","0.8","Stefania Perrino","Corporate","Central","Laredo","Texas","United States","78041","2016-01-01 00:00:00","Second Class","Acco Hanging Data Binders","Office Supplies","Binders","Acco"
"CA-2015-104738","2015-12-30 00:00:00","707","629","154","3","13","5","0.36","0.2","Stefania Perrino","Corporate","Central","Laredo","Texas","United States","78041","2016-01-01 00:00:00","Second Class","Fashion Color Clasp Envelopes","Office Supplies","Envelopes","Other"
"CA-2015-104738","2015-12-30 00:00:00","707","1000","155","2","48","14","0.3","0.2","Stefania Perrino","Corporate","Central","Laredo","Texas","United States","78041","2016-01-01 00:00:00","Second Class","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","Technology","Accessories","Logitech"
"CA-2015-104738","2015-12-30 00:00:00","707","1277","156","2","218","19","0.09","0.2","Stefania Perrino","Corporate","Central","Laredo","Texas","United States","78041","2016-01-01 00:00:00","Second Class","Plantronics CS 50-USB - headset - Convertible, Monaural","Technology","Phones","Plantronics"
"CA-2015-104738","2015-12-30 00:00:00","707","154","157","3","329","29","0.09","0.2","Stefania Perrino","Corporate","Central","Laredo","Texas","United States","78041","2016-01-01 00:00:00","Second Class","AT&T 1080 Corded phone","Technology","Phones","AT&T"
"CA-2015-104773","2015-12-08 00:00:00","744","462","158","2","60","6","0.1","0.2","Thomas Boland","Corporate","Central","Houston","Texas","United States","77041","2015-12-13 00:00:00","Standard Class","Companion Letter/Legal File, Black","Office Supplies","Storage","Other"
"CA-2015-104780","2015-05-21 00:00:00","102","29","159","8","32","11","0.33","0","Bradley Talbott","Home Office","West","San Diego","California","United States","92037","2015-05-25 00:00:00","Standard Class","4009 Highlighters by Sanford","Office Supplies","Art","Other"
"CA-2015-104808","2015-02-04 00:00:00","495","711","160","2","17","6","0.35","0.2","Mark Haberlin","Corporate","West","Escondido","California","United States","92025","2015-02-08 00:00:00","Second Class","GBC Standard Recycled Report Covers, Clear Plastic Sheets","Office Supplies","Binders","GBC"
"CA-2015-104829","2015-11-18 00:00:00","386","92","161","7","22","10","0.45","0","John Grady","Corporate","West","Provo","Utah","United States","84604","2015-11-21 00:00:00","Second Class","Adams ""While You Were Out"" Message Pads","Office Supplies","Paper","Adams"
"CA-2015-104976","2015-12-09 00:00:00","183","1786","162","6","35","17","0.49","0","Cyma Kinney","Corporate","West","San Francisco","California","United States","94122","2015-12-16 00:00:00","Standard Class","Xerox 1987","Office Supplies","Paper","Xerox"
